N	F0	PER	d0	v0	collision
9	-1	0.520000	5.291000	34	0
5	-3	0.810000	6.308000	22	0
3	-3	0.090000	4.972000	20	0
3	-1	0.310000	6.102000	51	0
3	-6	0.940000	8.731000	67	1
5	-7	0.920000	5.288000	21	1
6	-7	0.310000	8.414000	40	0
4	-3	0.480000	5.174000	18	0
8	-3	0.030000	4.329000	20	0
8	-8	0.810000	7.809000	87	1
6	-3	0.260000	5.950000	34	0
7	-2	0.350000	4.252000	77	0
7	-2	0.680000	4.583000	78	1
9	-4	0.140000	5.243000	65	1
5	-3	0.840000	7.965000	49	1
10	-1	0.550000	4.057000	40	1
6	-2	0.040000	5.668000	74	0
9	-5	0.120000	6.449000	37	0
3	-3	0.560000	5.985000	47	0
7	-5	0.270000	4.608000	37	0
9	-7	0.520000	8.967000	63	1
10	-5	0.240000	5.094000	54	1
9	-1	0.120000	5.651000	33	1
8	-7	0.730000	4.875000	43	0
9	-3	0.300000	7.250000	40	0
4	-4	0.500000	7.252000	53	0
9	-4	0.540000	6.391000	54	1
9	-3	0.740000	4.091000	39	1
5	-8	0.450000	7.708000	29	0
8	-7	0.650000	7.922000	53	1
3	-7	0.930000	6.573000	11	1
5	-2	0.500000	6.695000	60	0
7	-1	0.190000	6.862000	44	0
4	-6	0.850000	7.712000	55	1
4	-6	0.240000	5.793000	34	0
3	-5	0.700000	6.466000	22	0
10	-4	0.500000	6.087000	27	1
5	-2	0.710000	4.678000	17	0
5	-8	0.910000	7.375000	81	1
5	-5	0.810000	5.489000	21	0
3	-5	0.590000	6.655000	59	0
4	-8	0.400000	6.299000	64	0
5	-2	0.850000	4.430000	51	1
7	-4	0.060000	5.527000	42	0
9	-4	0.130000	7.906000	39	0
8	-6	0.070000	7.460000	49	0
5	-2	0.530000	7.927000	25	0
3	-6	0.310000	6.621000	64	0
3	-3	0.950000	4.265000	40	1
5	-2	0.010000	4.315000	48	0
8	-2	0.030000	5.035000	43	0
6	-3	0.990000	5.536000	20	1
9	-8	0.200000	6.627000	10	0
5	-7	0.730000	4.671000	35	1
6	-6	0.030000	6.732000	39	0
9	-1	0.120000	7.560000	83	1
3	-8	0.440000	7.843000	82	1
3	-6	0.420000	6.948000	36	0
3	-7	0.140000	5.574000	27	0
7	-5	0.370000	4.228000	18	0
3	-8	0.100000	8.533000	83	0
4	-2	0.310000	4.638000	33	0
3	-4	0.770000	5.308000	21	1
5	-5	0.750000	4.406000	15	0
10	-2	0.540000	8.091000	53	1
3	-5	0.930000	6.170000	72	1
5	-7	0.900000	7.735000	66	1
10	-7	0.800000	5.868000	46	1
4	-8	0.910000	5.059000	15	1
6	-8	0.300000	8.150000	74	0
4	-2	0.560000	5.922000	26	0
10	-6	0.100000	7.562000	68	1
8	-4	0.820000	8.673000	59	1
9	-4	0.100000	4.860000	17	0
10	-4	0.450000	8.427000	53	1
5	-4	0.500000	7.561000	54	0
10	-6	0.690000	7.746000	38	1
4	-4	0.170000	4.350000	72	0
10	-2	0.120000	4.983000	19	1
7	-5	0.440000	4.622000	65	1
8	-6	0.800000	6.778000	37	1
8	-3	0.090000	7.970000	76	0
6	-8	0.130000	6.934000	27	0
7	-4	0.810000	8.693000	84	1
7	-3	0.760000	4.367000	32	0
8	-8	0.260000	6.665000	21	0
8	-8	0.480000	5.082000	40	0
3	-6	0.370000	7.958000	88	0
3	-4	0.590000	4.082000	39	0
10	-2	0.300000	7.691000	29	1
7	-7	0.530000	6.354000	20	0
3	-5	0.950000	7.674000	35	1
7	-3	0.500000	7.703000	82	1
6	-8	0.110000	6.923000	52	0
4	-1	0.790000	6.212000	30	0
6	-4	0.830000	7.854000	31	1
10	-6	0.550000	8.966000	22	1
8	-5	0.860000	6.090000	27	1
4	-3	0.230000	8.248000	80	0
7	-8	0.100000	5.436000	13	0
5	-1	0.750000	8.772000	64	0
7	-2	0.040000	7.494000	63	0
6	-7	0.680000	5.807000	74	1
7	-7	0.820000	8.480000	51	1
10	-6	0.270000	6.611000	37	1
6	-5	0.080000	6.230000	83	0
4	-5	0.250000	8.011000	20	0
4	-3	0.210000	6.177000	48	0
9	-2	0.160000	4.305000	35	0
9	-7	0.600000	6.375000	45	1
6	-6	0.300000	6.556000	29	0
9	-7	0.560000	6.824000	61	1
8	-4	0.340000	5.525000	60	0
10	-4	0.070000	6.458000	79	1
8	-4	0.690000	4.090000	55	1
10	-4	0.970000	5.248000	14	1
5	-2	0.200000	8.892000	84	0
6	-4	0.300000	8.080000	54	0
8	-2	0.560000	5.847000	86	0
10	-8	0.540000	7.221000	29	1
3	-7	0.350000	4.345000	34	0
4	-5	0.060000	5.439000	24	0
9	-6	0.440000	5.134000	37	1
9	-2	0.630000	5.336000	21	0
4	-7	0.680000	6.784000	12	0
6	-6	0.220000	8.428000	53	0
10	-4	0.480000	8.701000	46	1
3	-8	0.870000	4.279000	25	0
8	-6	0.090000	7.896000	15	0
4	-2	0.810000	6.339000	75	1
9	-3	0.530000	7.447000	25	1
9	-7	0.810000	6.145000	64	1
3	-5	0.030000	7.258000	55	0
6	-3	0.240000	8.358000	45	0
8	-8	0.010000	6.143000	77	0
8	-6	0.550000	5.057000	27	0
5	-5	0.530000	6.461000	50	0
9	-5	0.310000	5.151000	49	1
9	-5	0.090000	6.323000	87	1
4	-3	0.700000	5.531000	57	1
4	-7	0.600000	6.162000	77	1
8	-3	0.490000	6.726000	55	0
3	-2	0.880000	7.152000	24	0
9	-7	0.100000	8.248000	54	0
10	-5	0.540000	7.801000	64	1
5	-5	0.930000	5.899000	44	1
4	-7	0.230000	8.003000	49	0
4	-2	0.190000	6.163000	76	0
5	-3	0.560000	5.830000	89	0
3	-7	0.840000	6.983000	87	1
4	-5	0.820000	8.581000	41	1
3	-8	0.210000	6.686000	60	0
5	-2	0.340000	6.825000	76	0
4	-8	0.040000	4.509000	20	0
3	-6	0.910000	4.186000	73	1
4	-8	0.470000	6.754000	41	0
5	-6	0.430000	7.414000	29	0
4	-5	0.130000	7.610000	53	0
5	-3	1.000000	4.786000	26	1
8	-3	0.390000	7.881000	85	0
6	-7	0.690000	7.267000	79	1
3	-8	0.330000	7.423000	15	0
3	-6	0.040000	8.532000	45	0
3	-4	0.260000	7.160000	36	0
8	-2	0.970000	8.251000	66	1
3	-7	0.350000	5.449000	79	0
5	-8	0.060000	4.047000	69	0
6	-2	0.590000	4.809000	65	0
3	-4	0.440000	8.548000	72	0
5	-2	0.160000	4.693000	63	0
5	-3	0.670000	5.385000	17	0
5	-3	0.460000	6.599000	56	0
5	-2	0.650000	4.267000	40	0
10	-6	0.440000	7.965000	79	1
3	-8	0.250000	5.075000	44	0
5	-2	0.870000	7.693000	19	1
8	-8	0.170000	4.781000	24	0
5	-7	0.310000	4.720000	29	0
10	-7	0.330000	5.465000	65	1
4	-6	0.640000	7.568000	30	0
6	-6	0.680000	4.206000	31	0
4	-6	0.120000	8.969000	53	0
8	-3	0.980000	8.625000	25	1
4	-4	0.360000	8.301000	38	0
6	-3	0.310000	8.970000	66	0
5	-7	0.490000	5.729000	83	1
4	-6	0.790000	7.843000	88	1
5	-6	0.680000	8.420000	27	0
8	-5	0.380000	8.636000	12	0
4	-2	0.180000	8.038000	45	0
7	-3	0.050000	5.204000	18	0
8	-3	0.620000	7.583000	15	0
3	-2	0.510000	5.497000	64	0
5	-7	0.230000	6.609000	14	0
4	-5	0.340000	8.324000	24	0
4	-4	0.800000	8.980000	51	1
4	-7	0.690000	7.058000	30	1
6	-7	0.580000	7.657000	50	1
8	-4	0.710000	7.792000	26	1
9	-8	1.000000	4.000000	65	1
3	-8	0.770000	7.620000	62	1
10	-6	0.250000	6.712000	16	0
3	-7	0.080000	4.359000	45	0
9	-1	0.300000	5.519000	76	1
10	-8	0.240000	7.726000	57	1
8	-6	0.450000	8.838000	47	0
5	-7	0.760000	8.266000	82	1
10	-6	0.560000	5.376000	86	1
4	-6	0.450000	8.452000	66	0
7	-2	0.490000	7.583000	27	0
6	-6	0.330000	5.435000	67	1
4	-5	0.870000	7.109000	70	1
5	-5	0.260000	5.156000	48	0
5	-8	0.950000	7.853000	32	1
8	-7	0.760000	7.461000	77	1
3	-3	0.550000	6.165000	76	1
3	-5	0.020000	5.240000	30	0
7	-5	0.650000	7.854000	45	1
7	-4	0.610000	8.515000	33	0
5	-7	0.430000	8.843000	33	0
4	-3	0.140000	6.579000	58	0
4	-7	0.510000	8.751000	70	0
7	-2	0.460000	6.880000	57	0
6	-5	0.700000	6.241000	43	1
10	-6	0.420000	7.353000	74	1
3	-3	0.050000	4.966000	50	0
9	-7	0.680000	5.131000	26	0
5	-1	0.720000	6.554000	56	0
5	-5	0.510000	7.771000	16	0
10	-8	0.200000	5.441000	79	1
3	-7	0.160000	6.131000	27	0
4	-4	0.790000	8.768000	83	1
3	-7	0.180000	4.345000	62	0
9	-5	0.900000	7.959000	52	1
8	-1	0.940000	7.099000	54	1
5	-8	0.140000	7.299000	78	0
3	-2	0.750000	6.534000	88	1
4	-6	0.640000	7.111000	27	0
3	-5	0.180000	6.237000	69	0
4	-2	0.820000	8.891000	45	1
7	-2	0.710000	6.978000	64	1
9	-5	0.400000	7.175000	88	1
5	-2	0.040000	4.819000	65	0
6	-2	0.470000	7.072000	46	0
7	-4	0.820000	5.790000	52	1
8	-2	0.770000	8.946000	79	1
4	-5	0.970000	4.160000	24	1
6	-2	0.360000	4.762000	43	0
3	-3	0.620000	7.489000	35	0
5	-4	0.840000	8.660000	26	0
10	-6	0.700000	5.776000	78	1
3	-7	0.190000	7.379000	32	0
9	-7	0.330000	7.547000	49	0
10	-8	0.010000	4.999000	61	1
5	-8	0.560000	4.171000	23	0
5	-3	0.760000	6.874000	47	0
9	-3	0.540000	8.058000	46	1
7	-1	0.260000	4.174000	36	0
10	-3	0.910000	5.018000	47	1
4	-6	0.800000	5.603000	66	1
5	-6	0.190000	6.210000	46	0
4	-7	0.720000	6.932000	81	1
8	-7	0.100000	5.010000	60	0
3	-4	0.060000	5.479000	77	0
7	-2	0.290000	4.129000	28	0
4	-3	0.440000	4.965000	79	0
5	-2	0.890000	5.612000	66	1
9	-8	0.700000	5.229000	71	1
4	-2	0.420000	8.858000	21	0
9	-4	0.370000	7.006000	49	1
5	-1	0.890000	7.709000	84	1
8	-7	0.620000	8.871000	35	0
4	-2	0.590000	5.252000	57	0
7	-6	0.630000	4.377000	59	1
8	-7	0.510000	4.070000	32	0
5	-5	0.900000	4.465000	80	1
4	-4	0.700000	4.060000	85	1
5	-8	0.090000	7.160000	24	0
10	-2	0.210000	8.884000	34	0
8	-6	0.700000	8.476000	12	0
5	-7	0.860000	6.826000	23	1
7	-6	0.160000	8.947000	68	0
9	-5	0.900000	8.291000	54	1
8	-4	0.450000	4.945000	16	0
8	-1	0.250000	6.830000	49	0
3	-4	0.880000	4.252000	14	0
9	-2	0.100000	7.897000	85	0
4	-3	0.540000	4.939000	55	0
3	-2	0.500000	5.607000	43	0
9	-7	0.710000	6.722000	33	1
9	-5	0.820000	8.431000	83	1
8	-6	0.450000	8.552000	19	0
9	-3	0.750000	5.456000	53	1
5	-2	0.300000	7.120000	14	0
4	-8	0.910000	8.812000	64	1
8	-5	0.390000	7.915000	18	0
6	-5	0.610000	8.843000	77	1
4	-5	0.150000	5.489000	79	0
9	-7	0.110000	8.658000	67	0
6	-2	0.370000	6.232000	88	0
5	-7	0.130000	6.448000	39	0
7	-8	0.660000	4.704000	35	0
8	-6	0.650000	6.997000	64	1
5	-5	0.850000	7.190000	88	1
9	-8	0.650000	6.792000	13	1
3	-2	0.870000	7.926000	83	1
3	-2	0.770000	6.045000	23	0
3	-4	0.480000	4.641000	53	0
9	-6	0.700000	8.235000	43	1
7	-8	0.010000	5.375000	49	0
7	-5	0.070000	5.211000	85	0
3	-8	0.550000	4.102000	68	1
7	-5	0.030000	8.191000	62	0
4	-8	0.500000	4.561000	84	1
7	-3	0.310000	4.188000	89	0
6	-6	0.050000	8.532000	35	0
8	-1	0.630000	6.796000	38	0
5	-4	0.620000	8.204000	61	1
4	-6	0.340000	6.829000	52	0
9	-5	0.380000	8.446000	13	1
7	-6	0.400000	6.692000	49	0
9	-2	0.730000	7.021000	49	1
7	-5	0.420000	7.209000	33	0
8	-5	0.760000	5.069000	74	1
7	-5	0.040000	8.743000	72	0
5	-1	0.100000	8.630000	69	0
6	-6	0.130000	4.340000	64	0
7	-5	0.210000	5.130000	68	0
4	-6	0.860000	5.975000	39	1
4	-2	0.750000	6.565000	18	0
3	-6	0.300000	5.723000	60	0
8	-4	0.010000	4.327000	10	0
8	-7	0.890000	6.331000	13	1
7	-3	0.170000	7.519000	51	0
5	-8	0.830000	8.378000	63	1
6	-7	0.130000	5.472000	27	0
6	-6	0.710000	8.737000	30	0
8	-2	0.160000	6.020000	12	0
4	-3	0.200000	4.939000	42	0
4	-6	0.160000	8.120000	70	0
3	-7	0.030000	7.792000	43	0
7	-4	0.150000	7.900000	18	0
5	-8	0.220000	7.784000	16	0
10	-2	0.330000	6.995000	25	0
4	-2	0.330000	4.107000	43	0
10	-7	0.700000	8.788000	56	1
10	-4	0.180000	5.338000	50	1
7	-6	0.900000	8.978000	41	1
5	-6	0.940000	5.609000	42	1
3	-6	0.330000	8.707000	21	0
9	-7	0.550000	7.325000	12	0
6	-2	0.330000	8.299000	79	0
5	-7	0.600000	8.612000	72	0
5	-7	0.880000	4.775000	70	1
4	-3	0.770000	5.344000	89	1
3	-7	0.660000	5.978000	69	0
8	-6	0.470000	5.574000	34	0
4	-5	0.450000	6.957000	16	0
8	-8	0.990000	8.571000	57	1
3	-7	0.940000	6.735000	45	1
5	-2	0.520000	4.342000	13	0
5	-8	0.710000	4.536000	37	0
6	-2	0.080000	4.172000	10	0
5	-6	0.260000	5.984000	68	0
10	-8	0.860000	5.178000	78	1
10	-1	0.840000	4.247000	31	1
10	-6	0.820000	8.333000	65	1
6	-4	0.300000	4.919000	19	0
3	-1	0.060000	5.175000	51	0
3	-3	0.780000	6.296000	41	0
8	-2	0.580000	8.403000	46	0
9	-6	0.150000	8.273000	43	0
7	-2	0.260000	7.285000	42	0
7	-5	0.580000	7.620000	42	0
3	-3	0.590000	4.934000	31	0
7	-6	0.890000	7.028000	36	1
7	-7	0.520000	4.663000	12	0
3	-4	0.430000	5.982000	27	0
10	-6	0.730000	5.548000	31	1
9	-8	0.720000	4.673000	65	1
8	-1	0.590000	6.850000	78	0
8	-2	0.650000	4.202000	75	1
3	-8	0.350000	4.415000	59	0
7	-3	0.660000	4.027000	64	1
6	-7	0.940000	5.211000	63	1
8	-5	0.650000	6.304000	53	1
7	-2	0.940000	4.991000	12	1
6	-4	0.400000	8.176000	79	0
3	-6	0.240000	4.413000	86	0
6	-5	0.540000	6.493000	50	1
3	-5	0.590000	5.659000	12	0
5	-7	0.900000	7.781000	17	1
9	-3	0.200000	4.886000	62	0
4	-4	0.640000	4.427000	72	1
10	-3	0.940000	4.013000	76	1
7	-3	0.330000	4.598000	15	0
5	-6	0.570000	8.959000	82	0
10	-4	0.180000	5.694000	12	0
4	-8	0.920000	4.812000	66	1
4	-5	0.900000	8.930000	60	1
8	-2	0.790000	7.012000	80	1
6	-2	0.070000	8.165000	77	0
10	-6	0.250000	7.443000	55	1
9	-8	0.550000	7.064000	60	1
7	-8	0.840000	8.259000	59	1
6	-8	0.880000	4.882000	60	1
6	-3	0.690000	4.499000	65	1
10	-8	0.820000	4.655000	42	1
10	-4	0.210000	5.221000	61	1
4	-2	0.420000	8.840000	51	0
7	-4	0.880000	7.009000	79	1
5	-7	0.420000	8.641000	80	0
10	-8	0.210000	7.343000	39	1
6	-7	0.750000	6.478000	80	1
9	-5	0.970000	7.611000	31	1
7	-6	0.840000	7.280000	44	1
8	-6	0.380000	6.410000	85	0
5	-5	0.360000	5.303000	28	0
6	-8	0.560000	8.014000	13	0
9	-4	0.500000	7.737000	33	0
5	-2	0.540000	4.194000	64	0
6	-4	0.740000	4.401000	88	1
10	-6	0.450000	7.997000	79	1
6	-8	0.170000	6.639000	69	0
7	-5	0.430000	4.388000	21	0
6	-2	0.340000	5.691000	76	0
5	-4	0.690000	4.453000	82	1
10	-2	0.910000	8.080000	73	1
4	-6	0.800000	8.656000	52	1
3	-7	0.780000	7.749000	86	0
6	-5	0.500000	6.362000	36	0
10	-4	0.350000	5.128000	83	1
7	-6	0.060000	6.223000	73	0
8	-5	0.040000	7.615000	16	0
10	-1	0.510000	8.110000	33	1
10	-1	0.890000	8.663000	51	1
5	-6	0.870000	5.261000	45	1
10	-2	0.180000	4.864000	50	1
7	-8	0.980000	4.481000	55	1
3	-5	0.120000	7.123000	31	0
6	-7	0.330000	5.735000	22	0
7	-7	0.510000	7.502000	39	0
8	-8	0.420000	8.828000	14	0
5	-8	0.730000	8.234000	48	1
6	-7	0.530000	7.824000	52	0
4	-2	0.380000	4.096000	59	0
5	-7	0.250000	6.254000	72	0
3	-5	0.360000	7.969000	42	0
9	-3	0.080000	4.105000	33	0
7	-2	0.340000	4.168000	54	0
5	-5	0.080000	8.515000	79	0
9	-6	0.600000	6.757000	75	1
7	-6	0.880000	5.425000	33	1
4	-2	0.930000	7.071000	75	1
10	-2	0.320000	7.684000	55	1
4	-2	0.950000	5.293000	30	1
6	-2	0.340000	8.364000	49	0
3	-2	0.020000	7.675000	68	0
10	-8	0.230000	8.778000	18	1
8	-5	0.650000	5.113000	73	1
6	-5	0.430000	6.279000	31	0
9	-6	0.200000	4.075000	24	0
8	-1	0.220000	7.075000	87	0
7	-3	0.250000	8.506000	38	0
8	-5	0.000e+000	7.881000	64	0
8	-4	0.370000	4.847000	26	0
4	-5	0.670000	4.255000	60	1
7	-1	0.060000	7.350000	39	0
5	-8	0.050000	6.250000	22	0
7	-1	0.070000	4.480000	57	0
5	-5	0.130000	4.325000	14	0
4	-1	0.580000	6.599000	75	0
10	-5	0.110000	5.699000	37	1
8	-6	0.830000	4.310000	27	1
8	-7	0.700000	6.500000	40	1
4	-5	0.570000	6.185000	53	0
6	-3	0.530000	4.325000	40	0
4	-6	0.380000	8.100000	87	0
8	-8	0.830000	8.756000	74	1
9	-5	0.200000	5.908000	47	1
6	-6	0.720000	6.627000	82	1
6	-7	0.860000	4.286000	59	1
8	-6	0.660000	8.883000	23	0
4	-4	0.550000	4.276000	32	0
3	-7	0.100000	5.914000	33	0
6	-5	0.320000	7.057000	64	0
4	-5	0.490000	8.836000	42	0
9	-5	0.030000	7.977000	43	0
5	-8	0.650000	6.997000	82	1
4	-7	0.950000	4.089000	87	1
5	-8	0.920000	8.150000	40	1
5	-8	0.740000	5.313000	46	1
3	-8	0.120000	5.835000	24	0
8	-8	0.760000	8.522000	41	1
5	-7	0.210000	6.635000	28	0
9	-8	0.820000	8.353000	78	1
3	-2	0.950000	8.512000	14	1
8	-7	0.930000	5.106000	48	1
7	-6	0.970000	4.243000	49	1
6	-7	0.600000	6.853000	65	1
4	-4	0.730000	4.488000	41	1
7	-7	0.130000	7.601000	61	0
7	-6	0.860000	6.933000	86	1
8	-2	0.410000	8.570000	88	0
10	-7	0.300000	6.459000	56	1
6	-4	0.690000	7.053000	75	1
4	-4	0.820000	7.204000	12	1
6	-5	0.220000	7.814000	31	0
5	-6	0.970000	5.540000	63	1
5	-6	0.860000	6.137000	82	1
9	-5	0.170000	8.233000	47	0
9	-5	0.280000	7.244000	46	0
10	-7	0.570000	8.251000	73	1
3	-7	0.460000	6.347000	53	0
9	-8	0.680000	4.975000	43	1
9	-5	0.460000	8.675000	82	0
8	-8	0.330000	5.650000	84	1
7	-7	0.030000	8.341000	68	0
3	-4	0.680000	6.676000	39	0
3	-7	0.980000	6.281000	84	1
6	-5	0.460000	7.881000	78	0
8	-4	0.400000	5.104000	59	0
3	-2	0.290000	5.519000	27	0
4	-8	0.510000	6.634000	58	0
5	-6	0.460000	4.799000	85	0
10	-2	0.160000	4.978000	29	1
10	-8	0.960000	7.094000	74	1
9	-2	0.940000	6.169000	68	1
6	-6	0.220000	4.848000	26	0
8	-7	0.990000	7.632000	18	1
3	-8	0.860000	7.290000	71	1
6	-2	0.340000	6.376000	65	0
9	-7	0.600000	4.148000	17	1
5	-1	0.550000	7.282000	44	0
5	-2	0.840000	8.486000	83	1
6	-4	0.640000	8.067000	87	1
4	-4	0.190000	4.753000	10	0
6	-6	0.150000	5.407000	37	0
7	-6	0.820000	4.671000	14	1
3	-6	0.860000	8.802000	56	0
9	-8	0.580000	4.952000	47	1
3	-4	0.210000	5.072000	63	0
6	-2	0.420000	8.672000	13	0
10	-2	0.360000	8.429000	74	1
3	-6	0.750000	4.005000	53	0
3	-4	0.970000	7.640000	84	1
9	-6	0.040000	5.209000	52	1
9	-5	0.740000	5.418000	76	1
6	-7	0.950000	4.008000	66	1
10	-6	0.760000	8.627000	31	1
10	-7	0.230000	5.183000	65	1
8	-7	0.370000	5.358000	81	1
8	-6	0.060000	8.034000	25	0
6	-2	0.190000	5.474000	70	0
5	-3	0.950000	8.233000	22	1
5	-5	0.760000	7.840000	67	1
7	-8	0.560000	7.436000	72	0
4	-3	0.560000	4.746000	61	0
6	-6	0.110000	8.919000	23	0
9	-6	0.280000	8.190000	41	0
7	-7	0.480000	5.708000	14	0
8	-1	0.480000	5.498000	43	0
6	-4	0.960000	6.885000	26	1
9	-3	0.770000	8.989000	71	1
7	-5	0.720000	7.126000	18	0
10	-2	0.400000	8.936000	36	1
5	-6	0.780000	4.493000	14	0
6	-2	0.070000	8.201000	13	0
5	-2	0.750000	7.493000	31	0
9	-7	0.110000	4.635000	84	1
4	-4	0.140000	5.387000	39	0
6	-6	0.590000	8.515000	66	1
6	-7	0.730000	6.180000	43	1
4	-1	0.940000	7.288000	73	1
4	-5	0.830000	7.860000	52	1
5	-1	0.720000	8.449000	31	0
3	-6	0.590000	5.630000	84	1
5	-4	0.080000	7.238000	39	0
5	-8	0.100000	7.939000	74	0
7	-2	0.710000	4.669000	43	0
6	-5	0.290000	7.927000	46	0
5	-8	0.140000	4.184000	13	0
4	-2	0.250000	8.402000	63	0
3	-4	0.210000	4.060000	50	0
4	-2	0.430000	5.195000	41	0
10	-8	0.380000	8.340000	28	1
10	-7	0.690000	5.452000	73	1
5	-7	0.080000	6.036000	52	0
9	-1	0.190000	5.268000	22	0
8	-6	0.880000	5.242000	35	1
8	-8	0.850000	5.928000	23	1
5	-7	0.300000	4.071000	50	1
6	-5	0.020000	7.700000	80	0
9	-5	0.190000	4.464000	18	0
4	-8	0.300000	5.990000	17	0
5	-3	0.760000	6.651000	84	1
9	-1	0.470000	7.759000	34	1
10	-4	0.670000	7.957000	19	1
4	-3	0.970000	5.043000	63	1
6	-4	0.450000	4.142000	17	0
10	-3	0.300000	7.904000	64	1
6	-3	0.930000	5.542000	80	1
8	-1	0.650000	6.650000	30	0
9	-3	0.300000	5.005000	41	0
6	-7	0.000e+000	5.026000	15	0
9	-7	0.180000	4.311000	73	1
8	-3	0.110000	6.531000	54	0
10	-2	0.240000	6.453000	58	1
4	-4	0.450000	7.556000	49	0
10	-7	0.500000	4.228000	51	1
9	-7	0.390000	7.320000	30	0
5	-6	0.760000	4.297000	72	1
5	-2	0.580000	6.427000	37	0
3	-5	0.850000	5.084000	75	1
5	-7	0.330000	6.666000	29	0
5	-2	0.530000	4.354000	13	0
9	-5	0.720000	7.054000	77	1
8	-3	0.940000	5.686000	68	1
5	-1	0.900000	6.336000	15	1
7	-8	0.210000	8.460000	20	0
4	-6	0.450000	7.816000	46	0
4	-2	0.980000	4.429000	87	1
8	-6	0.880000	7.543000	67	1
9	-8	0.340000	5.693000	14	0
5	-7	0.210000	5.175000	16	0
9	-2	0.810000	6.850000	65	1
6	-7	0.030000	5.509000	56	0
7	-6	0.120000	6.300000	20	0
7	-6	0.940000	6.602000	19	1
6	-2	0.490000	5.787000	62	0
9	-4	0.840000	4.525000	28	1
4	-3	0.650000	4.124000	33	0
10	-4	0.780000	6.772000	89	1
9	-1	0.260000	5.843000	83	1
3	-5	0.080000	6.177000	83	0
10	-3	0.800000	7.274000	73	1
10	-7	0.780000	6.360000	27	1
4	-8	0.750000	5.432000	20	0
6	-8	0.800000	4.605000	62	1
10	-6	0.020000	8.206000	13	0
4	-3	1.000000	4.398000	64	1
3	-8	0.980000	8.484000	58	1
10	-6	0.950000	5.055000	12	1
9	-5	0.760000	4.667000	56	1
6	-7	0.960000	7.379000	41	1
8	-5	0.170000	8.495000	31	0
8	-3	0.720000	4.937000	22	1
9	-7	0.500000	6.140000	61	1
3	-3	0.780000	4.803000	59	0
7	-5	1.000000	5.915000	49	1
4	-4	0.050000	7.577000	11	0
4	-2	0.420000	4.747000	24	0
8	-8	0.370000	5.402000	11	0
9	-8	0.090000	6.320000	71	1
6	-3	0.290000	4.042000	15	0
9	-3	0.960000	5.818000	33	1
6	-2	0.150000	5.985000	57	0
9	-1	0.740000	4.296000	20	1
6	-7	0.470000	5.439000	11	0
8	-4	0.220000	5.673000	43	0
7	-7	0.860000	5.628000	88	1
5	-5	0.310000	6.253000	35	0
6	-7	0.920000	7.990000	85	1
5	-1	0.640000	6.618000	76	0
3	-5	0.920000	5.281000	34	1
6	-3	0.400000	4.371000	68	0
8	-6	0.580000	6.171000	86	1
7	-8	0.690000	7.863000	55	1
9	-4	0.230000	7.004000	17	0
6	-2	0.170000	6.551000	27	0
8	-2	0.340000	5.828000	85	0
7	-2	0.060000	4.235000	24	0
9	-6	0.120000	6.617000	21	0
7	-4	0.150000	4.649000	86	0
5	-7	0.880000	6.467000	31	1
9	-2	0.690000	6.078000	76	1
8	-1	0.890000	8.789000	60	1
9	-7	0.490000	5.491000	30	1
3	-2	0.190000	5.696000	14	0
8	-7	0.410000	4.347000	45	0
6	-6	0.810000	7.238000	13	0
3	-4	0.410000	6.442000	63	0
6	-5	0.120000	5.027000	13	0
7	-5	0.310000	4.347000	31	0
8	-1	0.130000	7.156000	31	0
8	-1	0.850000	5.586000	11	1
9	-4	0.550000	8.291000	75	1
5	-6	0.650000	7.471000	44	1
9	-5	0.960000	7.108000	10	1
3	-1	0.740000	8.278000	48	0
6	-8	0.550000	7.914000	13	0
3	-4	0.980000	7.638000	74	1
9	-8	0.460000	6.711000	67	0
8	-4	0.330000	8.685000	29	0
8	-3	0.810000	5.057000	12	0
4	-2	0.050000	6.924000	78	0
6	-4	0.010000	5.093000	25	0
7	-3	0.100000	8.378000	29	0
10	-5	0.330000	5.185000	54	1
8	-3	0.050000	6.303000	44	0
6	-6	0.680000	8.763000	50	1
8	-8	0.900000	4.880000	80	1
5	-6	0.860000	5.550000	68	1
7	-1	0.660000	7.652000	73	0
5	-4	0.250000	5.960000	36	0
3	-6	0.360000	7.645000	86	0
4	-5	0.170000	4.777000	51	0
4	-2	0.040000	4.448000	64	0
9	-8	0.490000	7.581000	50	1
9	-4	0.690000	5.309000	35	1
5	-2	0.900000	6.410000	25	1
5	-4	0.710000	6.003000	30	0
5	-8	0.490000	7.173000	28	0
8	-8	0.280000	5.891000	27	0
9	-5	0.580000	5.279000	61	1
3	-6	0.210000	5.429000	77	0
8	-8	0.430000	6.547000	28	0
9	-4	1.000000	6.410000	65	1
6	-8	0.780000	5.121000	23	1
7	-6	0.500000	6.227000	54	0
7	-7	0.910000	7.519000	28	1
6	-8	0.040000	7.668000	84	0
6	-3	0.630000	8.466000	88	0
8	-4	0.150000	4.207000	83	0
5	-3	0.370000	7.626000	23	0
8	-2	0.060000	7.807000	47	0
4	-1	0.200000	5.245000	52	0
6	-2	0.570000	4.922000	65	0
8	-2	0.500000	4.659000	86	1
7	-1	0.700000	4.864000	70	0
8	-8	0.780000	8.133000	33	1
8	-6	0.240000	8.809000	61	0
7	-8	0.640000	6.717000	69	1
3	-7	0.090000	7.364000	56	0
10	-3	0.220000	7.497000	72	1
